# 4144 15 62160
1	1.56213e-05	0.890432	1.56213e-05	0.109365	1.56213e-05	1.56213e-05	1.56213e-05	1.56213e-05	1.56213e-05	1.56213e-05	1.56213e-05	1.56213e-05	1.56213e-05	1.56213e-05	1.56213e-05	
2	0.000124766	0.998253	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	
3	0.333212	3.02893e-05	3.02893e-05	3.02893e-05	0.666394	3.02893e-05	3.02893e-05	3.02893e-05	3.02893e-05	3.02893e-05	3.02893e-05	3.02893e-05	3.02893e-05	3.02893e-05	3.02893e-05	
4	2.27195e-05	2.27195e-05	2.27195e-05	2.27195e-05	2.27195e-05	2.27195e-05	2.27195e-05	2.27195e-05	2.27195e-05	0.999682	2.27195e-05	2.27195e-05	2.27195e-05	2.27195e-05	2.27195e-05	
5	6.24415e-05	6.24415e-05	6.24415e-05	6.24415e-05	0.437153	6.24415e-05	6.24415e-05	6.24415e-05	6.24415e-05	6.24415e-05	6.24415e-05	6.24415e-05	6.24415e-05	6.24415e-05	0.562036	
6	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.997672	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	
7	0.000331675	0.000331675	0.000331675	0.000331675	0.000331675	0.000331675	0.000331675	0.000331675	0.000331675	0.995357	0.000331675	0.000331675	0.000331675	0.000331675	0.000331675	
8	0.277602	5.55093e-05	5.55093e-05	5.55093e-05	0.222093	0.499639	5.55093e-05	5.55093e-05	5.55093e-05	5.55093e-05	5.55093e-05	5.55093e-05	5.55093e-05	5.55093e-05	5.55093e-05	
9	0.998253	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	0.000124766	
10	0.38084	2.3801e-05	2.3801e-05	2.3801e-05	0.571248	2.3801e-05	2.3801e-05	2.3801e-05	2.3801e-05	2.3801e-05	2.3801e-05	2.3801e-05	2.3801e-05	0.0476258	2.3801e-05	
11	2.49906e-05	2.49906e-05	2.49906e-05	2.49906e-05	2.49906e-05	2.49906e-05	2.49906e-05	2.49906e-05	2.49906e-05	0.99965	2.49906e-05	2.49906e-05	2.49906e-05	2.49906e-05	2.49906e-05	
12	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.000166251	0.997672	
