nodeid	1	2	3	4	5	6
460	0.1838186726468987	0.8944602803887373	4.351778291484456E-6	4.351778291484456E-6	4.351778291484456E-6	1.440876772491146E-5
459	0.2693987037768331	3.264860214450338E-5	0.08818826162126409	7.06077085204023E-6	0.17517728009817213	2.3375900215410576E-5
458	1.059490386672423E-4	0.199323350853513	1.9687826332265288E-5	1.9687826332265288E-5	0.22480385718946697	6.514957709934201E-5
457	0.14422560877060195	0.17898128367522584	1.7004585932453193E-5	1.7004585932453193E-5	0.1592888140026023	5.627608101446774E-5
456	3.2487615148592325E-5	0.5344694430820809	0.06640202133848548	6.035999548493431E-6	6.035999548493431E-6	1.998403756263203E-5
455	0.723973909360442	0.7272465798730768	1.2901720241180076E-5	1.2901720241180076E-5	1.2901720241180076E-5	4.270433519366516E-5
454	0.38289851440333617	0.3743679922862464	9.847019894827011E-6	9.847019894827011E-6	9.847019894827011E-6	3.2597014791292214E-5
453	0.45335350783447653	0.4550474065665864	1.0690740033377982E-5	1.0690740033377982E-5	1.0690740033377982E-5	3.538891852426177E-5
452	0.33544601664425233	0.3384539020699755	0.16370561893339092	9.126708003328196E-6	0.13063437334857253	3.0213386380154505E-5
451	0.8687523457528529	0.8627842804868114	1.3362302127736558E-5	1.3362302127736558E-5	1.3362302127736558E-5	4.422798592341089E-5
450	1.0065587237018548E-4	8.647213327007203E-5	1.870400395873822E-5	1.870400395873822E-5	0.27987297027782837	6.189636995840628E-5
449	1.131788134738583E-5	0.0763036879892094	2.1026938690936135E-6	0.06428405603223825	0.14504759888517915	0.16128684675755472
448	0.010084820553673018	0.28122057455957883	1.782289078445626E-6	1.782289078445626E-6	1.782289078445626E-6	5.901751269124676E-6
508	0.17633803253065186	0.5849576214466142	8.90946157751968E-6	8.90946157751968E-6	0.05346567791607301	2.9494493366966593E-5
509	0.37342971423060517	0.3916708349865709	7.337569149568486E-6	7.337569149568486E-6	7.337569149568486E-6	2.4292135203119483E-5
510	2.650437216381084E-5	0.25309443036875834	4.924277271970549E-6	4.924277271970549E-6	0.1271988193820902	1.6304099290768795E-5
511	0.14215038953755602	0.3793614219228818	5.585636179208785E-6	5.585636179208785E-6	5.585636179208785E-6	1.84932974982226E-5
504	0.3900426422345617	0.8808924432607113	9.354809264333902E-6	9.354809264333902E-6	9.354809264333902E-6	3.096822578258213E-5
505	6.292925494293546E-5	0.6880897528476863	1.169264132207829E-5	1.169264132207829E-5	1.169264132207829E-5	3.870398468576069E-5
506	8.389127932146982E-5	1.0	1.5588217091551337E-5	1.5588217091551337E-5	1.5588217091551337E-5	5.1591400760638116E-5
507	0.27019675938416216	0.2468403017208617	5.19781911893965E-6	5.19781911893965E-6	0.0792394941985107	0.10206713526716577
500	5.594025238589754E-5	1.0	1.039387900596803E-5	1.039387900596803E-5	0.06216992061187451	3.440664263089638E-5
501	5.594025238589754E-5	0.9647319411006772	1.039387900596803E-5	1.039387900596803E-5	1.039387900596803E-5	3.440664263089638E-5
502	3.413911698814202E-5	0.014385450930179452	6.342854510378033E-6	6.342854510378033E-6	0.24984061944162347	2.099980686261505E-5
503	0.1180983684800845	2.307387625416556E-5	4.989930309680429E-6	4.989930309680429E-6	0.2280956200955434	1.6521380323167958E-5
496	0.17305505125561413	0.41246515535550554	6.804072714859868E-6	0.1588520807534588	6.804072714859868E-6	0.056133516777666946
497	0.3648642820207311	0.36668475366862013	6.4521889021400395E-6	6.4521889021400395E-6	0.24202647530683508	2.1361741123437476E-5
498	1.1840156971740018E-4	0.14829975441429524	2.200237664003502E-5	0.21472013563377393	2.200237664003502E-5	7.280266606460119E-5
499	0.6022956431241954	0.6003168595687214	1.3362302127736558E-5	1.3362302127736558E-5	1.3362302127736558E-5	4.422798592341089E-5
493	1.059490386672423E-4	1.0	1.9687826332265288E-5	1.9687826332265288E-5	1.9687826332265288E-5	6.514957709934201E-5
492	6.292925494293546E-5	0.19636060444371276	1.169264132207829E-5	1.169264132207829E-5	0.2035679255859686	3.870398468576069E-5
495	0.9612374786194806	0.969856801013403	1.7004585932453193E-5	0.11029718214043194	0.18423738669946133	5.627608101446774E-5
494	0.12973489675690877	0.31209458109566407	3.669233740378608E-6	3.669233740378608E-6	0.011011331976356953	1.2149146789971158E-5
489	0.6277071532990116	0.6221794243411284	8.50461365513082E-6	8.50461365513082E-6	8.50461365513082E-6	2.8154612877199222E-5
488	7.744223900527896E-5	0.26568898520368095	1.4389693563917161E-5	1.4389693563917161E-5	0.0431835288517036	4.762680089325026E-5
491	0.11988729262243235	0.4193466868387158	4.252886999791466E-6	4.252886999791466E-6	4.252886999791466E-6	1.4081416369598962E-5
490	9.586652648177943E-5	8.235783741350521E-5	1.7813870042102735E-5	0.1003204807666419	1.7813870042102735E-5	5.8952488820753597E-5
485	0.5407400668975021	0.5367170866464127	8.315664661767383E-6	8.315664661767383E-6	8.315664661767383E-6	2.752929573619931E-5
484	0.48897406116930675	0.4915584544247976	8.702321377584402E-6	0.017413364053792756	8.702321377584402E-6	2.880893503572358E-5
487	0.27297784382703316	0.27497785837690986	1.2069678408082636E-5	1.2069678408082636E-5	0.2640131590293553	3.9951502755298714E-5
486	5.299735785180681E-5	0.20900997633942758	9.847019894827011E-6	9.847019894827011E-6	0.08480151453705391	3.2597014791292214E-5
481	0.486193016493532	0.6446996940563404	5.057342579301579E-6	5.057342579301579E-6	5.057342579301579E-6	1.6744487149685277E-5
480	1.257941717172314E-4	0.2933688990354853	2.3376523915066442E-5	2.3376523915066442E-5	2.3376523915066442E-5	7.734540492410793E-5
483	0.5780381348230428	0.5806934937774672	7.637012879146044E-6	7.637012879146044E-6	7.637012879146044E-6	2.5283229149998478E-5
482	0.27370050287329306	0.2940709939966544	1.626563366878817E-5	1.626563366878817E-5	1.626563366878817E-5	5.383205043597019E-5
550	0.542505605194661	0.5413872372701428	9.594588830793132E-6	9.594588830793132E-6	0.12118090116641016	3.1761738541709034E-5
551	6.943551940915921E-5	0.8644354495698858	1.2901720241180076E-5	1.2901720241180076E-5	0.02581635399319819	0.013167946169744035
548	3.8002759884094755E-5	0.4210100299900573	0.06561396189149656	7.06077085204023E-6	7.06077085204023E-6	2.3375900215410576E-5
549	5.034855129445949E-5	0.8313583741061947	0.07214674108703062	9.354809264333902E-6	0.05613821320255272	3.096822578258213E-5
546	6.292925494293546E-5	5.4062628423848466E-5	0.08060189600381437	1.169264132207829E-5	0.2155472908045084	3.870398468576069E-5
547	4.110401746585811E-5	0.7704798850962592	0.007644648694250269	7.637012879146044E-6	0.10890610062717432	2.5283229149998478E-5
544	0.05328635609530883	0.06333664806410311	4.620379316915527E-6	4.620379316915527E-6	0.25763589549275145	1.5297989637059E-5
545	0.29264622795275935	0.35397838233292855	7.961909325737694E-6	7.961909325737694E-6	7.961909325737694E-6	2.6358478536023342E-5
558	0.22494919707586547	0.5600761969537444	6.565378631920355E-6	6.565378631920355E-6	6.565378631920355E-6	0.15217598506855418
559	0.10390760717664227	0.8608238218411304	1.0113075648556676E-5	0.060688634978145695	1.0113075648556676E-5	3.3477409957024563E-5
556	0.8108846375934639	0.8043120470159053	1.2471831336905298E-5	1.2471831336905298E-5	1.2471831336905298E-5	4.128206068638552E-5
557	0.10801056132845868	0.09183968949080577	7.637012879146044E-6	7.637012879146044E-6	0.2067140375430251	2.5283229149998478E-5
554	0.42362414812077454	0.4288347951574548	7.961909325737694E-6	7.961909325737694E-6	7.961909325737694E-6	2.6358478536023342E-5
555	0.6799012455086616	0.679159910254956	1.3362302127736558E-5	1.3362302127736558E-5	0.12257412577261291	4.422798592341089E-5
552	0.12666546814435264	0.2804146966879217	0.04878352616632678	4.5090611104450696E-6	0.060417859581561456	0.25152112672065907
553	2.513318014435647E-4	0.2838957751830575	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	1.5444159584050227E-4
567	1.4374367161000372E-4	1.0	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	8.83742690391001E-5
566	3.098863114491359E-5	0.29073509618102555	0.05693569302402732	5.7574794495201035E-6	5.7574794495201035E-6	1.9062100733871306E-5
565	0.6295461131674677	0.6530586598581073	1.7813870042102735E-5	1.7813870042102735E-5	0.07127322220938839	5.8952488820753597E-5
564	0.694138297359613	0.6888335550403611	1.169264132207829E-5	1.169264132207829E-5	0.011704319627531818	3.870398468576069E-5
563	2.8715251578906054E-4	0.2898232899574538	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	1.7642300114958332E-4
562	8.753624491467799E-5	0.9999999999999998	1.626563366878817E-5	1.626563366878817E-5	1.626563366878817E-5	5.383205043597019E-5
561	0.4262668534143767	0.15255008096582753	7.337569149568486E-6	0.05074194449425837	7.337569149568486E-6	2.4292135203119483E-5
560	0.24970260008834447	0.37688567413933866	0.07886809897850736	4.205088294457649E-6	4.205088294457649E-6	1.3923260949845813E-5
575	0.5700329260236536	0.5630937468046918	9.847019894827011E-6	9.847019894827011E-6	9.847019894827011E-6	3.2597014791292214E-5
574	0.6144806131824653	0.6144043197916585	8.702321377584402E-6	0.03481804423942777	8.702321377584402E-6	2.880893503572358E-5
573	0.16265851990302146	0.7587308542317716	9.594588830793132E-6	9.594588830793132E-6	9.594588830793132E-6	3.1761738541709034E-5
572	0.3751981402223859	0.05515222046325953	5.585636179208785E-6	5.585636179208785E-6	0.24840643847357557	1.84932974982226E-5
571	0.8134969557018471	0.8207915032855377	0.22446784666655353	1.4389693563917161E-5	0.08215300124471309	4.762680089325026E-5
570	0.3093040449218387	0.1342676822081771	4.860346035705741E-6	4.860346035705741E-6	0.1664153282778229	1.609238745345351E-5
569	0.29525119021413104	0.2988734546352481	0.15315016078133808	8.702321377584402E-6	0.07449245119739728	2.880893503572358E-5
568	0.29827896134844684	0.22903394447333442	7.337569149568486E-6	7.337569149568486E-6	0.2537360724370992	2.4292135203119483E-5
516	5.16389389941716E-5	0.9071423513207056	9.594588830793132E-6	9.594588830793132E-6	0.06375212255222765	3.1761738541709034E-5
517	0.1339479802962118	0.26926092148631126	5.9402149854948095E-6	5.9402149854948095E-6	0.04158749377305522	0.08284926076718263
518	4.3783717908099536E-5	3.761499163276998E-5	8.134950370967326E-6	8.134950370967326E-6	0.2796342696845662	2.6931115623827112E-5
519	4.683715756505723E-5	0.9547298907468507	8.702321377584402E-6	8.702321377584402E-6	8.702321377584402E-6	2.880893503572358E-5
512	0.020827628498353453	0.5226332488696049	6.4521889021400395E-6	6.4521889021400395E-6	0.10177052805881032	2.1361741123437476E-5
513	0.6799012455086616	0.674277427654923	1.3362302127736558E-5	1.3362302127736558E-5	1.3362302127736558E-5	4.422798592341089E-5
514	0.7880182822041633	0.790807340236883	1.5588217091551337E-5	1.5588217091551337E-5	1.5588217091551337E-5	5.1591400760638116E-5
515	3.8002759884094755E-5	0.7540675687128394	7.06077085204023E-6	7.06077085204023E-6	0.09362343322165684	2.3375900215410576E-5
524	0.42837524173098634	0.49932762748313597	9.594588830793132E-6	9.594588830793132E-6	9.594588830793132E-6	3.1761738541709034E-5
525	0.1352880462566328	0.9800910849118092	9.847019894827011E-6	9.847019894827011E-6	0.06893905833733137	3.2597014791292214E-5
526	0.4666780324730512	0.6887674529693991	1.1005081088502023E-5	1.1005081088502023E-5	1.1005081088502023E-5	3.642908049960972E-5
527	8.389127932146982E-5	0.5957226512620918	1.5588217091551337E-5	0.20305315031084958	1.5588217091551337E-5	5.1591400760638116E-5
520	0.19825298552539353	0.21047635202083675	6.035999548493431E-6	6.035999548493431E-6	0.08697863405826278	1.998403756263203E-5
521	0.23004281592336182	0.2347288152733785	0.05595234165569449	5.4237494129059165E-6	0.11269256644105659	1.795746577822135E-5
522	4.475631133958038E-5	3.845054782041271E-5	0.1754513333951657	8.315664661767383E-6	8.315664661767383E-6	0.14839020945157144
523	9.15122342809928E-5	0.6701803252208159	1.7004585932453193E-5	1.7004585932453193E-5	1.7004585932453193E-5	5.627608101446774E-5
533	0.16534689344592302	0.8633073687575725	1.169264132207829E-5	1.169264132207829E-5	0.04678209387190191	3.870398468576069E-5
532	0.32207936817160926	0.32008674758111777	0.10326536279611681	0.032548036186432684	0.10908549253751637	1.3469353513796252E-5
535	6.495818575523948E-5	1.0	1.2069678408082636E-5	1.2069678408082636E-5	1.2069678408082636E-5	3.9951502755298714E-5
534	0.9999999999999999	1.0	1.4389693563917161E-5	1.4389693563917161E-5	1.4389693563917161E-5	4.762680089325026E-5
529	3.873324631856092E-5	0.5628495011426722	7.196493722471259E-6	7.196493722471259E-6	0.14373324729954529	2.382522138800541E-5
528	0.30316890846842964	0.301321730996551	0.22444924268366814	7.796054930017923E-6	7.796054930017923E-6	2.5809640436957586E-5
531	0.1394123503119387	0.529651588538263	3.7055412925898888E-6	3.7055412925898888E-6	0.0662763767039705	0.07886433101568775
530	0.24041830558290214	0.09386190368061942	1.7004585932453193E-5	0.20437526538071105	1.7004585932453193E-5	5.627608101446774E-5
541	0.9783799843769821	2.6622775207525475E-5	5.7574794495201035E-6	5.7574794495201035E-6	5.7574794495201035E-6	1.9062100733871306E-5
540	2.650437216381084E-5	0.713392871841057	4.924277271970549E-6	4.924277271970549E-6	4.924277271970549E-6	0.051515969527484176
543	1.059490386672423E-4	0.20628604538379708	1.9687826332265288E-5	0.19265728805413285	1.9687826332265288E-5	6.514957709934201E-5
542	0.3036650938767415	0.40804009300083355	0.07035469477959319	4.989930309680429E-6	4.989930309680429E-6	1.6521380323167958E-5
537	0.03965157359819605	0.2748622860259538	7.637012879146044E-6	7.637012879146044E-6	7.637012879146044E-6	0.1566425799571285
536	7.744223900527896E-5	1.0	1.4389693563917161E-5	1.4389693563917161E-5	1.4389693563917161E-5	4.762680089325026E-5
539	4.683715756505723E-5	0.831150520060637	0.04352040304747836	8.702321377584402E-6	8.702321377584402E-6	2.880893503572358E-5
538	0.5626719118542773	0.514404993374639	7.637012879146044E-6	7.637012879146044E-6	7.637012879146044E-6	2.5283229149998478E-5
610	1.059490386672423E-4	0.7192532076475223	1.9687826332265288E-5	1.9687826332265288E-5	0.17282001116997991	6.514957709934201E-5
611	0.7925239534829808	0.7892676151363974	1.3362302127736558E-5	1.3362302127736558E-5	1.3362302127736558E-5	4.422798592341089E-5
608	1.341712471063174E-4	1.152629544132901E-4	2.4933706169802145E-5	0.10078343414351898	2.4933706169802145E-5	8.249281517238868E-5
609	0.13347985643742485	0.09723030145639712	1.2901720241180076E-5	1.2901720241180076E-5	0.18598643508692034	4.270433519366516E-5
614	1.0	8.235783741350521E-5	1.7813870042102735E-5	1.7813870042102735E-5	1.7813870042102735E-5	5.8952488820753597E-5
615	0.47605863406158555	0.47496309560078853	9.354809264333902E-6	9.354809264333902E-6	9.354809264333902E-6	3.096822578258213E-5
612	0.4992609098471785	0.49917443863469846	6.342854510378033E-6	6.342854510378033E-6	6.342854510378033E-6	2.099980686261505E-5
613	0.17156303356263966	0.5944603243084785	0.08055235436729472	1.0113075648556676E-5	1.0113075648556676E-5	3.3477409957024563E-5
618	0.1169019887051824	0.881380979859131	2.0780833375689585E-5	2.0780833375689585E-5	2.0780833375689585E-5	6.8763824750931E-5
619	4.683715756505723E-5	0.36098580355910587	8.702321377584402E-6	8.702321377584402E-6	8.702321377584402E-6	2.880893503572358E-5
616	1.4374367161000372E-4	0.2841856235227116	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	8.83742690391001E-5
617	0.7493774984865489	0.7461873059819872	8.315664661767383E-6	8.315664661767383E-6	8.315664661767383E-6	2.752929573619931E-5
622	2.0144365425829613E-5	0.19055675161475966	3.742597454125109E-6	3.742597454125109E-6	0.13150357763278336	1.2392094800005092E-5
623	5.299735785180681E-5	0.2650705310578741	9.847019894827011E-6	9.847019894827011E-6	0.16931703291698552	3.2597014791292214E-5
620	5.299735785180681E-5	0.8396465896438821	9.847019894827011E-6	9.847019894827011E-6	0.04924501854767732	3.2597014791292214E-5
621	9.15122342809928E-5	0.08944730169375557	1.7004585932453193E-5	0.17682795627462555	0.02908677862744531	5.627608101446774E-5
627	8.053784807490791E-5	1.0	1.4964999829368049E-5	1.4964999829368049E-5	1.4964999829368049E-5	4.952983718746809E-5
626	5.922934939807129E-5	0.8576524571760074	1.1005081088502023E-5	1.1005081088502023E-5	1.1005081088502023E-5	3.642908049960972E-5
625	0.12303565199176524	0.1241388471608533	8.702321377584402E-6	8.702321377584402E-6	0.27778885244726753	2.880893503572358E-5
624	0.41550248055917044	0.4169645854081184	5.270995680355163E-6	5.270995680355163E-6	0.005276273376088967	1.7451745960440065E-5
631	2.8715251578906054E-4	2.4666771326432076E-4	5.3380710757805374E-5	5.3380710757805374E-5	0.2755840773165237	1.7642300114958332E-4
630	0.14056380278330538	0.1408033509597663	0.014622847937859491	2.923993158392461E-6	0.24351238414391696	9.681904468904918E-6
629	4.5773161682441785E-5	3.9324113926902836E-5	8.50461365513082E-6	8.50461365513082E-6	0.2788341785749969	2.8154612877199222E-5
628	0.25401958489255794	0.9578584491985942	0.03871957145302615	6.4521889021400395E-6	6.4521889021400395E-6	2.1361741123437476E-5
635	0.459994723777374	0.4594688943497516	0.040682799405069026	8.134950370967326E-6	8.134950370967326E-6	2.6931115623827112E-5
634	0.3170174291288142	0.5397503497438388	9.354809264333902E-6	9.354809264333902E-6	0.1933165416004271	3.096822578258213E-5
633	1.341712471063174E-4	0.2853945149914266	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	8.249281517238868E-5
632	5.753775609056329E-5	0.2697418252205672	1.0690740033377982E-5	1.0690740033377982E-5	0.03208296264393254	3.538891852426177E-5
639	6.292925494293546E-5	1.0	1.169264132207829E-5	1.169264132207829E-5	1.169264132207829E-5	3.870398468576069E-5
638	0.3289018305411053	0.466457434680817	7.484296577061488E-6	7.484296577061488E-6	7.484296577061488E-6	2.477776593125147E-5
637	0.5285793213325222	0.6405082302901272	2.0780833375689585E-5	0.09354692308192769	2.0780833375689585E-5	6.8763824750931E-5
636	5.922934939807129E-5	0.4303227174254297	0.1709347820699768	1.1005081088502023E-5	1.1005081088502023E-5	3.642908049960972E-5
576	0.44437324518939575	0.6220847750441258	7.484296577061488E-6	7.484296577061488E-6	0.007491782670300928	2.477776593125147E-5
577	0.5690567986161065	0.36678103946437807	1.5588217091551337E-5	1.5588217091551337E-5	1.5588217091551337E-5	5.1591400760638116E-5
578	0.747737920562537	0.7436034966248287	9.847019894827011E-6	9.847019894827011E-6	9.847019894827011E-6	3.2597014791292214E-5
579	0.7638562271328412	0.7656409144403611	1.7004585932453193E-5	1.7004585932453193E-5	1.7004585932453193E-5	5.627608101446774E-5
580	0.3870371215208313	0.6692203244017331	1.9687826332265288E-5	1.9687826332265288E-5	0.24741193677054238	6.514957709934201E-5
581	0.452265185294627	0.4573108445638141	6.682573421583774E-6	6.682573421583774E-6	0.22409839520292704	2.2124274308880014E-5
582	2.9192537014507018E-5	1.0	5.4237494129059165E-6	5.4237494129059165E-6	0.02170046249968846	1.795746577822135E-5
583	0.0486042066755953	0.25169992451988493	1.9095900939822853E-6	1.9095900939822853E-6	1.9095900939822853E-6	0.029202336652081738
584	0.4962886731394818	0.5012491677954577	6.342854510378033E-6	6.342854510378033E-6	6.342854510378033E-6	2.099980686261505E-5
585	1.257941717172314E-4	0.7127054926308124	2.3376523915066442E-5	2.3376523915066442E-5	2.3376523915066442E-5	7.734540492410793E-5
586	0.3574939211418248	0.11663211063703208	1.0113075648556676E-5	0.04988606123323441	1.0113075648556676E-5	0.4904513324514923
587	0.09021513343710284	0.7692223164528897	8.50461365513082E-6	8.50461365513082E-6	0.06804521880454235	2.8154612877199222E-5
588	4.5773161682441785E-5	0.7558229305316057	0.08003792656896254	8.50461365513082E-6	0.06804521880454235	2.8154612877199222E-5
589	0.9997547793343918	4.119587379985642E-5	8.90946157751968E-6	8.90946157751968E-6	0.08481257822317234	2.9494493366966593E-5
590	1.5146774892642735E-5	0.2353266184647111	2.814059879171299E-6	2.814059879171299E-6	0.054000415476924524	9.317986959020985E-6
591	0.4835777924922678	0.4802571757490791	8.50461365513082E-6	8.50461365513082E-6	0.09532155978809526	2.8154612877199222E-5
593	0.08090666318916884	1.0	0.011346184926957062	5.670266463280641E-6	5.670266463280641E-6	1.8773422735258092E-5
592	0.6218002299766816	0.6273757616845012	2.200237664003502E-5	2.200237664003502E-5	0.2872964899438083	7.280266606460119E-5
595	3.5336691900060326E-5	1.0	6.565378631920355E-6	6.565378631920355E-6	6.565378631920355E-6	2.1736309904125382E-5
594	0.006729965700438516	1.0	0.02495489181366975	6.2371508738371576E-6	6.2371508738371576E-6	2.0649896049227972E-5
597	0.29530986439328905	0.5420268909588776	7.484296577061488E-6	7.484296577061488E-6	7.484296577061488E-6	2.477776593125147E-5
596	0.9540177726509426	0.32836792052869607	7.484296577061488E-6	7.484296577061488E-6	0.05239741241080506	2.477776593125147E-5
599	1.257941717172314E-4	1.0806685183477949E-4	2.3376523915066442E-5	0.1251518946652132	2.3376523915066442E-5	7.734540492410793E-5
598	7.191387431889707E-5	1.0	1.3362302127736558E-5	1.3362302127736558E-5	1.3362302127736558E-5	4.422798592341089E-5
601	6.102322489665696E-5	1.0	1.1338436820454237E-5	1.1338436820454237E-5	1.1338436820454237E-5	3.7532077986692414E-5
600	1.0	1.0	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	2.466279443053276E-4
603	0.1823585910084287	0.4647973965209361	6.035999548493431E-6	0.06036598435952586	6.035999548493431E-6	1.998403756263203E-5
602	4.110401746585811E-5	0.24715765025208436	7.637012879146044E-6	7.637012879146044E-6	0.04449231484459182	2.5283229149998478E-5
605	0.6090160183431427	0.6070691900957305	0.1797807863849099	1.1338436820454237E-5	0.04536497642167611	3.7532077986692414E-5
604	0.11517060827569572	0.2661403332672834	6.804072714859868E-6	0.034027063627748634	6.804072714859868E-6	2.252636067029626E-5
607	2.837037869718584E-5	0.8470936753989291	5.270995680355163E-6	5.270995680355163E-6	5.270995680355163E-6	1.7451745960440065E-5
606	6.943551940915921E-5	5.96519995274703E-5	1.2901720241180076E-5	1.2901720241180076E-5	0.2820438207517766	4.270433519366516E-5
687	4.2852495148124565E-5	1.0	7.961909325737694E-6	7.961909325737694E-6	7.961909325737694E-6	2.6358478536023342E-5
686	1.059490386672423E-4	1.0	1.9687826332265288E-5	1.9687826332265288E-5	0.08357635727317397	6.514957709934201E-5
685	0.6669823549252244	0.6616291952625524	0.1155013813791057	8.134950370967326E-6	8.134950370967326E-6	2.6931115623827112E-5
684	0.39155628976680573	0.43324959492085646	1.0690740033377982E-5	1.0690740033377982E-5	1.0690740033377982E-5	3.538891852426177E-5
683	1.059490386672423E-4	1.0	0.019707514757485015	1.9687826332265288E-5	1.9687826332265288E-5	6.514957709934201E-5
682	0.2814714554788677	0.5094820206049461	0.16750483461958576	0.12711438279137383	7.961909325737694E-6	2.6358478536023342E-5
681	1.6766836605201134E-4	1.0	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.2171651694799847
680	5.442911421572594E-5	0.7142543149724379	1.0113075648556676E-5	1.0113075648556676E-5	0.07902997451382467	3.3477409957024563E-5
679	0.1628008766957505	0.2682043133850946	5.7574794495201035E-6	5.7574794495201035E-6	0.0734003082415926	0.016020582175075997
678	3.413911698814202E-5	0.22125508670852057	0.05841695782991697	6.342854510378033E-6	0.0063492176896315575	2.099980686261505E-5
677	1.059490386672423E-4	1.0	1.9687826332265288E-5	1.9687826332265288E-5	1.9687826332265288E-5	6.514957709934201E-5
676	6.712223945511631E-5	0.2475035867635818	0.04083628728323954	1.2471831336905298E-5	1.2471831336905298E-5	4.128206068638552E-5
675	0.14253364409517075	0.40487959793939055	0.05695270014700368	8.134950370967326E-6	8.134950370967326E-6	2.6931115623827112E-5
674	0.8108846375934639	0.8049359417561084	1.2471831336905298E-5	1.2471831336905298E-5	1.2471831336905298E-5	4.128206068638552E-5
673	8.389127932146982E-5	0.775633697954792	0.2849072696915446	1.5588217091551337E-5	1.5588217091551337E-5	5.1591400760638116E-5
672	0.04319325186238144	0.2104325715699798	6.4521889021400395E-6	6.4521889021400395E-6	0.06149109989720031	2.1361741123437476E-5
702	0.05251809761957702	4.8058524162871323E-5	1.039387900596803E-5	1.039387900596803E-5	0.24270281263667134	3.440664263089638E-5
703	2.6160250018939908E-5	0.6014073935818463	0.04860832631766307	4.860346035705741E-6	4.860346035705741E-6	1.609238745345351E-5
700	5.753775609056329E-5	1.0	1.0690740033377982E-5	1.0690740033377982E-5	1.0690740033377982E-5	3.538891852426177E-5
701	3.413911698814202E-5	0.4819782830570071	0.06964647134770707	6.342854510378033E-6	6.342854510378033E-6	2.099980686261505E-5
698	0.007618619828093531	3.264860214450338E-5	7.06077085204023E-6	7.06077085204023E-6	0.2745576962463052	2.3375900215410576E-5
699	6.943551940915921E-5	0.9387021109407352	1.2901720241180076E-5	1.2901720241180076E-5	1.2901720241180076E-5	4.270433519366516E-5
696	1.341712471063174E-4	0.0865300163528402	2.4933706169802145E-5	0.11058964251853616	2.4933706169802145E-5	8.249281517238868E-5
697	8.053784807490791E-5	6.918963778442758E-5	1.4964999829368049E-5	1.4964999829368049E-5	0.2785426469710909	4.952983718746809E-5
694	4.9121024314419374E-5	0.05302938103969838	0.17693590253936398	9.126708003328196E-6	0.06449404731855767	3.0213386380154505E-5
695	2.6857694280245197E-5	0.20326835690650386	4.989930309680429E-6	4.989930309680429E-6	0.09771425408520491	1.6521380323167958E-5
692	0.7051213740063796	0.7014797734426869	1.2471831336905298E-5	1.2471831336905298E-5	0.06237150873837155	4.128206068638552E-5
693	0.20093729235078098	0.21102317181983507	0.05893002302799777	3.4023919468588076E-6	0.051532964431485306	1.1265750671941772E-5
690	0.4210484527361551	0.42688009036303487	1.2471831336905298E-5	1.2471831336905298E-5	0.11436948113931622	4.128206068638552E-5
691	3.051925846908479E-5	0.26520703130381224	5.670266463280641E-6	5.670266463280641E-6	0.10799188223276113	1.8773422735258092E-5
688	0.28490547999831867	0.3244590446056837	4.798024309487412E-6	4.798024309487412E-6	0.04798510905547976	1.5886138243958947E-5
689	0.059220938056108834	0.24421210150448763	1.4389693563917161E-5	1.4389693563917161E-5	1.4389693563917161E-5	0.10034259523333734
653	0.23885991082325117	0.2706127489214678	1.2069678408082636E-5	1.2069678408082636E-5	0.09034347560509953	3.9951502755298714E-5
652	0.03353344815695514	0.5558739013972875	5.19781911893965E-6	5.19781911893965E-6	0.08412147194142305	1.720955036170579E-5
655	0.17876357504861365	0.49436676786694445	1.0113075648556676E-5	1.0113075648556676E-5	1.0113075648556676E-5	3.3477409957024563E-5
654	7.457577447101021E-5	1.0	1.3856983168998692E-5	1.3856983168998692E-5	1.3856983168998692E-5	4.586455789659583E-5
649	1.5478692700824327E-4	1.329720834870713E-4	2.876609931233432E-5	0.10103315237235333	2.876609931233432E-5	9.515879504222715E-5
648	0.45249001143837	0.45647865548056	8.50461365513082E-6	8.50461365513082E-6	8.50461365513082E-6	2.8154612877199222E-5
651	0.15697974623987498	0.3563597446399145	0.0507493489841426	0.06218516034460472	6.342854510378033E-6	2.099980686261505E-5
650	5.16389389941716E-5	4.436333680633169E-5	0.07923546431913911	0.19811241220499376	9.594588830793132E-6	3.1761738541709034E-5
645	0.4474415539489035	0.5206430656977457	1.4389693563917161E-5	1.4389693563917161E-5	0.05757329727655317	4.762680089325026E-5
644	3.8002759884094755E-5	0.5465796824406114	0.07543421844383785	7.06077085204023E-6	0.04237166203988646	2.3375900215410576E-5
647	0.37688902977882244	0.3754325117468777	5.126626372232583E-6	0.1890600619126196	0.02563822240456574	1.697379162951979E-5
646	6.292925494293546E-5	5.4062628423848466E-5	1.169264132207829E-5	1.169264132207829E-5	0.2785681208069166	3.870398468576069E-5
