nodeid	1	2	3
80	0.20944158992493425	1.0	2.4483537861909256E-5
83	1.0	1.0	4.1291155745490196E-5
82	0.0012653433496886053	1.0	1.0
93	0.3854464740735664	1.0	0.8727441609290543
92	0.23811487718935134	1.0	4.1291155745490196E-5
95	0.0012633940010772348	1.0	1.0
94	1.0	1.0	4.5658489526263196E-5
89	0.0012645311211005343	1.0	0.6904556192230261
88	0.0012645311211005343	1.0	0.08015336910557554
91	0.0012616320898323418	1.0	0.08015183986751288
90	0.0012656557452994021	1.0	4.5658489526263196E-5
102	0.3174880274097158	1.0	0.6616973879938757
103	0.3174899642625027	1.0	0.29410287396964907
100	0.0012658056951925841	1.0	4.407036815143665E-5
101	0.1102557916560763	1.0	8.94641707818954E-6
98	0.158742801609888	1.0	3.2291801288139756E-5
99	1.0	0.9999999999999999	0.055075500571153346
96	0.2645725189545262	1.0	1.0
97	0.0012651559123221274	1.0	0.8652733732949744
110	0.001266392998940882	1.0	1.1363667953680144E-4
111	0.0012662930323454268	1.0	3.8908973683250374E-5
108	1.0	1.0	4.274693367241453E-5
109	1.0	1.0	0.0801544533767754
106	0.0012660681075056537	1.0	4.1291155745490196E-5
107	0.0012651559123221274	1.0	1.0
104	1.0	1.0	0.6617040051662706
105	1.0	1.0	7.874435150181624E-6
119	0.2821061146044963	1.0	1.0
118	0.4457159289404464	1.0	0.6412450315550677
117	0.0012681049268880474	1.0	1.971917373742961E-5
116	1.0	1.0	2.17043254559628E-5
115	0.0012680674394147514	1.0	2.0116204081136256E-5
114	0.001266680402902815	1.0	3.48063267982818E-5
113	0.0012662930323454268	1.0	3.8908973683250374E-5
112	0.0012662930323454268	1.0	3.8908973683250374E-5
127	0.0012595577829766528	1.0	1.1024209210254276E-4
126	1.0	1.0	0.05523182209282303
125	1.0	0.8204652146833206	0.3393458050694992
124	1.0	1.0	0.0801548293904287
123	0.25906256693269947	1.0	0.08015485938686276
122	1.0	1.0	1.0
121	0.001262619259962459	1.0	7.781794736650075E-5
120	0.0012673676732465676	1.0	0.058145477700476636
137	1.0	1.0	2.2101355799669435E-5
136	0.2040996961084488	1.0	0.26918127929518343
139	0.0012662930323454268	1.0	3.8908973683250374E-5
138	0.26457294381255686	1.0	1.0
141	0.19843036389020038	1.0	0.31018657319320486
140	0.0012655057954062202	1.0	7.276863185686593E-5
143	0.0012603575157402918	1.0	1.0177211143680114E-4
142	0.0012595577829766528	1.0	0.030485398455679776
129	0.001263718892512463	1.0	0.08015291033044203
128	0.05291112242081397	1.0	0.5293645275674956
131	0.15874085226127663	1.0	1.0
130	0.26409297056886594	1.0	9.184635284413524E-6
133	1.0	0.8899615407199059	2.2366042695473868E-5
132	0.0012630316221687106	1.0	1.0
135	1.0	0.9246393024244597	4.407036815143665E-5
134	0.07937111340098207	1.0	0.9206286672490329
152	1.0	1.0	0.7940077500341124
153	0.6313317889921279	1.0	2.5012911653518102E-5
154	0.001263718892512463	1.0	0.047252131411616216
155	0.2381160018135502	1.0	1.0
156	0.10582806789581319	1.0	0.0026717040150611372
157	0.7663603479068164	1.0	4.1291155745490196E-5
158	0.19378210037906096	1.0	0.039818708227065985
159	0.1692543244027216	1.0	1.0
144	0.0012616320898323418	1.0	8.82730797507755E-5
145	0.0012653433496886053	1.0	0.0581075790688219
146	0.06349430408512825	1.0	4.274693367241453E-5
147	0.4715724622019255	1.0	3.7850226100032684E-5
148	0.2886545120627765	1.0	0.3219214667186941
149	0.14470433647772485	1.0	0.0575130493224977
150	1.0	1.0	0.08015310893089807
151	0.10582728065887399	1.0	0.20898221514790422
171	0.0012679799686437288	1.0	0.02834960743802767
170	1.0	1.0	2.6998063372051287E-5
169	1.0	1.0	0.19368198913592946
168	0.0012616320898323418	1.0	8.82730797507755E-5
175	0.001263718892512463	1.0	0.08015291033044203
174	0.3174847659995391	1.0	1.0
173	0.40457810827273416	1.0	0.18382107883273566
172	1.0	1.0	0.7940183375099442
163	0.1587406398322613	1.0	0.030866212616187556
162	0.0012651559123221274	1.0	0.08015369041462442
161	0.0012667678736738382	1.0	3.387992266296631E-5
160	0.15873544156929764	1.0	1.0
167	0.0012661805699255404	1.0	0.7619488732142804
166	0.026455454995899314	1.0	0.08015506572402843
165	0.0012661805699255404	1.0	0.035275848035225855
164	0.17740961003636782	1.0	0.05644536803289191
186	0.0012610447860840442	1.0	9.44932218021795E-5
187	0.0012610447860840442	1.0	9.44932218021795E-5
184	0.0012647560459403077	1.0	0.5514169162914413
185	0.0012616320898323418	1.0	8.82730797507755E-5
190	0.15873850304628345	1.0	1.0
191	0.34751563212137243	1.0	1.0
188	0.26693586303877587	1.0	1.8925113050016342E-5
189	0.001265930653436903	1.0	4.274693367241453E-5
178	0.052913446644158285	1.0	1.9454486841625187E-5
179	0.0012595577829766528	1.0	1.0
176	0.0012642937004363288	1.0	6.0083925347604335E-5
177	0.0012655057954062202	1.0	0.03092101325626522
182	0.6547141357824107	0.9404135698092492	1.0
183	1.0	1.0	0.913766659475303
180	0.048815872189844456	1.0	0.06789708548140722
181	0.1443123603130199	1.0	0.17357769596510442
205	0.012209832239722634	1.0	0.14705871587445912
204	0.001262619259962459	1.0	0.08015234044944375
207	0.0012660681075056537	1.0	1.0
206	0.45399321880069027	1.0	3.0041962673802167E-5
201	1.0	1.0	3.7850226100032684E-5
200	0.22739050189939322	1.0	4.896707572381851E-5
203	0.37040267365301965	1.0	0.6845094281087798
202	0.001265930653436903	1.0	4.274693367241453E-5
197	0.0012655057954062202	1.0	4.724661090108975E-5
196	1.0	1.0	1.0
199	0.1587413895817272	1.0	4.724661090108975E-5
198	0.2778018646617398	1.0	0.053455370029889746
193	0.0012653433496886053	1.0	0.039839580978052444
192	0.0012651559123221274	1.0	0.5599014547364518
195	0.084340125388852	1.0	1.3102001342319005E-5
194	0.0012621569144584802	1.0	1.0
220	0.0012647560459403077	1.0	1.0
221	0.31748965186689193	1.0	0.019057045928800316
222	0.001263718892512463	1.0	6.617172395110611E-5
223	1.0	1.0	0.08015336910557554
216	0.5398786772737552	1.0	0.2614259532481138
217	0.0012649684749556495	1.0	0.05971491571732994
218	1.0	0.7835884691531355	0.8066544899156476
219	0.0012665929321317919	1.0	0.0801544533767754
212	0.10582765553360696	1.0	3.083602336121543E-5
213	0.06349417912688395	1.0	0.03908956001143631
214	0.3174847659995391	0.32898177211962126	1.0
215	0.0012642937004363288	1.0	1.0
208	0.001262619259962459	1.0	7.781794736650075E-5
209	1.0	0.9111689100971709	0.00169836886218348
210	1.0	1.0	1.0
211	0.0012595577829766528	1.0	1.0
239	0.001266492965536337	1.0	3.679147851681499E-5
238	1.0	1.0	4.724661090108975E-5
237	0.22907161987615662	1.0	0.18907511371445346
236	1.0	1.0	1.0177211143680114E-4
235	0.09396497736780107	1.0	1.0
234	0.0012645311211005343	1.0	0.08015336910557554
233	0.001266680402902815	1.0	1.0
232	1.0	1.0	1.0
231	0.001266492965536337	1.0	0.08015439598758878
230	0.24359414355397768	1.0	3.7850226100032684E-5
229	0.3571742651326384	1.0	4.1291155745490196E-5
228	0.10582820534988197	1.0	0.4744367029501615
227	1.0	0.9315175126729801	0.3176388327445785
226	0.0012661805699255404	1.0	4.0100064714370295E-5
225	0.12395734770058398	1.0	1.3896062029732276E-5
224	1.0	1.0	0.44114438519588095
254	1.0	1.0	5.095222744235169E-5
255	1.0	1.0	0.15212879336359292
252	0.001263718892512463	1.0	6.617172395110611E-5
253	0.0012667678736738382	1.0	3.387992266296631E-5
250	0.001263718892512463	1.0	0.047252131411616216
251	1.0	1.0	0.1985336999360246
248	0.31748389129182886	1.0	1.0
249	0.2232632211195631	1.0	0.014076287376781928
246	0.15873804070077946	1.0	8.271465493888262E-5
247	0.23357474903971076	1.0	1.6278244091972094E-5
244	0.07936811440311842	1.0	0.07715153108159689
245	0.0012665929321317919	1.0	1.0
242	1.0	1.0	7.345061358572777E-5
243	0.045353845517399405	1.0	0.06731225978512737
240	0.3174900142458004	1.0	1.7866365466798644E-5
241	0.4360733658631941	1.0	1.9454486841625187E-5
275	0.15874206435624655	1.0	4.0100064714370295E-5
274	1.0	1.0	0.07702480827262437
273	0.0012633940010772348	1.0	1.0
272	0.1587427266349414	1.0	0.04749207597307192
279	0.22223913828149824	1.0	3.0041962673802167E-5
278	0.0012656557452994021	1.0	1.0
277	1.0	1.0	1.0
276	0.25399134911794546	1.0	0.14943428076430387
283	1.0	1.0	0.0398562247060615
282	1.0	0.9429541293011886	1.7866365466798644E-5
281	0.21165836004837524	1.0	0.23529076915638497
280	0.41152768705081205	1.0	0.38530603765697957
287	1.0	1.0	0.0038253549419442257
286	0.1099001924970841	1.0	0.06617873815384491
285	1.0	1.0	2.9380245434291102E-5
284	0.1762797807664791	1.0	3.679147851681499E-5
258	0.0012647560459403077	1.0	1.0
259	0.119053714838995	1.0	6.0083925347604335E-5
256	0.1395156567930722	1.0	1.971917373742961E-5
257	0.001265930653436903	1.0	0.0398407917738358
262	0.0012651559123221274	1.0	0.35631885226295806
263	0.19049197172809787	1.0	0.38735074392706875
260	0.0012653433496886053	1.0	4.896707572381851E-5
261	0.21165518610896958	1.0	1.0
266	0.31748886462995274	1.0	0.8722346386546309
267	0.0012649684749556495	1.0	0.07859252435967365
264	0.3704029485611571	1.0	4.274693367241453E-5
265	0.001263718892512463	1.0	1.0
270	0.3173718228049991	1.0	1.9454486841625187E-5
271	0.22224164167928503	1.0	2.6998063372051287E-5
268	0.0012649684749556495	1.0	0.08015358939562324
269	1.0	1.0	1.0
305	0.5416027710990408	1.0	0.3461337005124038
304	1.0	1.0	0.9452564594691555
307	0.6032754392772065	1.0	0.048208483080443024
306	0.3174872401727766	1.0	1.0
309	1.0	1.0	5.293737916088488E-5
308	0.0012621569144584802	1.0	0.08015209325464903
311	0.23811735136258882	1.0	0.07321082979989108
310	0.001263718892512463	1.0	6.617172395110611E-5
313	0.3550412152766678	1.0	0.14111571337954348
312	0.0012676050939107728	1.0	0.0012744357468478344
315	0.21501582709840902	1.0	0.17517243451232606
314	0.10582666836347682	1.0	0.0801541873394589
317	0.13228639693133187	1.0	0.21099251212153886
316	0.001266392998940882	1.0	3.7850226100032684E-5
319	1.0	1.0	0.08015347134219539
318	0.0012660681075056537	1.0	4.1291155745490196E-5
288	1.0	1.0	0.07097462728134318
289	0.0012603575157402918	1.0	0.08015114414870902
290	1.0	1.0	0.9283575246065219
291	1.0	1.0	2.5409941997224734E-5
292	0.05291323421514296	1.0	0.019057045928800316
293	0.0012670552776357707	1.0	1.0
294	0.31737690267221796	0.9134573285027939	1.0
295	0.0012651559123221274	1.0	1.0
296	0.0012651559123221274	1.0	1.0
297	0.0012630316221687106	1.0	1.0
298	1.0	1.0	0.30329544986093665
299	0.10479703564571334	1.0	0.179117592694291
300	1.0	0.9091822268383477	0.02014356378549132
301	0.2538849122698218	1.0	4.407036815143665E-5
302	1.0	1.0	0.08015310893089807
303	0.001262619259962459	1.0	0.07785773892250175
343	0.06349567862581576	1.0	0.33790458492184416
342	1.0	0.9634531982269898	0.033175202584165245
341	1.0	0.24672944990739507	1.0
340	0.1587389154084897	1.0	1.0
339	0.0012574709802965311	1.0	1.0
338	0.37040432310184457	1.0	0.6194692406372377
337	0.001266492965536337	1.0	0.06263523792546294
336	0.06349496636382315	1.0	3.573273093359729E-5
351	0.19703448536597037	1.0	0.2134686580317892
350	0.0012630316221687106	1.0	0.05774800367863492
349	0.335375675996545	1.0	9.515493904169055E-6
348	0.06349444153919702	1.0	0.20680913573334986
347	0.45540609785282254	1.0	4.1291155745490196E-5
346	0.0012656557452994021	1.0	0.31946252545667086
345	0.15873927778739824	1.0	0.6965037147921573
344	0.35075107167698566	0.8551492275754633	1.0
326	0.001264018792298828	1.0	6.2995481201453E-5
327	0.15517235719914713	1.0	0.04745819532849835
324	1.0	1.0	0.07301569447053126
325	1.0	1.0	9.44932218021795E-5
322	0.0012621569144584802	1.0	1.0
323	0.2381125279743581	1.0	1.0
320	0.21165784771957352	1.0	3.48063267982818E-5
321	0.3308304449597232	1.0	0.6811690794837282
334	0.30651506376605303	1.0	0.10181565243116097
335	0.0012610447860840442	1.0	1.0
332	0.0012616320898323418	1.0	1.0
333	0.0012642937004363288	1.0	0.05735345044272033
330	0.1781528261191602	1.0	0.0717366876348478
331	0.07936945145633263	1.0	0.004441766208312699
328	0.22224302246788474	1.0	1.2374112378856841E-5
329	0.0012642937004363288	1.0	6.0083925347604335E-5
373	0.21165842252749745	1.0	0.08015481229223079
372	1.0	1.0	6.617172395110611E-5
375	0.2116587724105815	1.0	0.05841886137591866
374	0.317486702852326	1.0	5.293737916088488E-5
369	1.0	1.0	1.0415429349904097E-5
368	0.16584377730664412	1.0	0.05820231029015098
371	0.1757286151732269	1.0	2.0380890976940675E-5
370	0.21037272532487408	1.0	0.06138485719144252
381	1.0	1.0	4.579083297416541E-6
380	0.26457370605784725	1.0	0.12192608250253349
383	0.0012656557452994021	1.0	0.9126642385542775
382	1.0	1.0	0.08015388672617427
377	0.0012651559123221274	1.0	5.095222744235169E-5
376	0.0012655057954062202	1.0	0.07875990565315555
379	0.31737817263902257	1.0	4.724661090108975E-5
378	1.0	1.0	5.095222744235169E-5
356	0.0012673676732465676	1.0	2.7527437163660146E-5
357	1.0	0.9999999999999999	0.1588293421308819
358	0.05291112242081397	1.0	0.1323738868952297
359	0.07936846428620252	1.0	4.724661090108975E-5
352	0.0012667678736738382	1.0	0.07815246041675533
353	0.0012642937004363288	1.0	6.0083925347604335E-5
354	0.0012649684749556495	1.0	5.293737916088488E-5
355	1.0	1.0	4.407036815143665E-5
364	0.19049325879801438	1.0	0.5219149148850799
365	0.0012621569144584802	1.0	1.0
366	0.039684063449471424	1.0	0.1272713852613599
367	0.0012633940010772348	1.0	0.41793002099935395
360	0.0313714884797503	1.0	1.0931568796722725E-5
361	0.21165756031561167	1.0	3.7850226100032684E-5
362	0.09524372411982678	1.0	4.0100064714370295E-5
363	0.05283659440995009	1.0	1.0
410	0.0012683048600789573	1.0	1.7601678570994225E-5
411	0.3333647242631497	1.0	0.7609629145274088
408	0.158742801609888	1.0	3.2291801288139756E-5
409	0.0012661805699255404	1.0	4.0100064714370295E-5
414	1.0	1.0	1.0
415	0.0012603575157402918	1.0	1.0
412	1.0	0.977274676195986	0.04105942079556944
413	1.0	1.0	0.6481996797423288
402	1.0	1.0	3.573273093359729E-5
403	0.2635299723960866	1.0	0.3571208535572453
400	0.0012653433496886053	1.0	4.896707572381851E-5
401	0.0012647560459403077	1.0	5.5187217775222475E-5
406	0.039682988808570296	1.0	3.679147851681499E-5
407	0.23503556853289564	1.0	9.727243420812594E-6
404	0.03174500900867408	1.0	0.08015404461361267
405	0.31749132755694826	1.0	0.035558566956157986
395	1.0	1.0	3.2291801288139756E-5
394	0.095244598827537	1.0	0.8309659812952841
393	0.03968447581167768	1.0	0.21007934233101358
392	0.0634952162803118	1.0	0.1985336999360246
399	0.001266492965536337	1.0	1.0
398	0.0012662930323454268	1.0	0.08015430022539986
397	0.18520083074562033	1.0	2.8189154403171198E-5
396	0.29063071322109324	1.0	2.5012911653518102E-5
387	0.07936925152314173	1.0	0.04419496187579092
386	0.23152475966218097	1.0	0.25170003326178025
385	1.0	0.9318760457723662	0.3403198528460596
384	1.0	1.0	1.720464822728758E-5
391	0.26457160675934266	1.0	1.0
390	0.06516954287851694	1.0	0.010143917673999608
389	1.0	1.0	6.0083925347604335E-5
388	0.317487077727059	1.0	1.0
440	0.0012651559123221274	1.0	5.095222744235169E-5
441	0.001264018792298828	1.0	0.03757407745600796
442	0.15873960267883347	1.0	0.08015291033044203
443	0.07936876418598889	1.0	0.2205940292668443
444	0.19049173430743369	1.0	3.48063267982818E-5
445	0.46922627114933646	1.0	0.014470697280523682
446	0.0012610447860840442	1.0	0.2836265666337099
447	0.039682563950539596	1.0	0.0019279085247842164
432	0.001266492965536337	1.0	3.679147851681499E-5
433	1.0	1.0	1.1363667953680144E-4
434	0.06349466646403679	1.0	3.8908973683250374E-5
435	0.34106432351401206	1.0	1.971917373742961E-5
436	0.05291250945732592	1.0	0.058395477990341074
437	0.0012621569144584802	1.0	1.0
438	0.001262619259962459	1.0	0.039060792125249544
439	0.0012603575157402918	1.0	1.0
425	0.47622974188287825	1.0	0.2481796975475814
424	0.05291215957424181	1.0	3.3085861975553054E-5
427	0.0634952162803118	1.0	3.3085861975553054E-5
426	0.0012595577829766528	1.0	1.1024209210254276E-4
429	0.22488891410181147	1.0	1.1024209210254272E-5
428	0.0012662930323454268	1.0	3.8908973683250374E-5
431	0.37040308601522587	1.0	0.24816249289935408
430	0.0012595577829766528	1.0	1.0
417	0.2626438733220336	1.0	4.5658489526263196E-5
416	1.0	0.9999999999999999	1.0
419	0.1269935565167315	1.0	3.3085861975553054E-5
418	0.15874301403890337	1.0	3.0041962673802167E-5
421	0.07936635249187353	1.0	6.96126535965636E-5
420	0.2220557236443237	1.0	0.03981910501610425
423	0.0012653433496886053	1.0	1.0
422	0.07936635249187353	1.0	6.96126535965636E-5
478	0.33478353715460907	1.0	0.44114438519588095
479	1.0	1.0	0.021091545117538815
476	0.0012616320898323418	1.0	8.82730797507755E-5
477	0.0012645311211005343	1.0	5.7569399837462324E-5
474	0.0012616320898323418	1.0	1.0
475	0.2127301211238635	1.0	0.6757813777196289
472	0.0012674676398420222	1.0	0.07942777306678325
473	0.2539891998361432	1.0	1.0
470	1.0	1.0	1.2479987137178607E-5
471	0.001262619259962459	1.0	1.0
468	0.21536368369930514	1.0	1.3499031686025644E-5
469	0.2739340629976553	1.0	0.7146387374581975
466	0.0012660681075056537	1.0	0.03982813574951834
467	0.0012688509276066297	1.0	1.1818269897667545E-5
464	0.2538849122698218	1.0	4.407036815143665E-5
465	1.0	1.0	0.040152467052661706
463	0.0012670552776357707	1.0	0.5232132041090007
462	0.0793683018404849	1.0	4.896707572381851E-5
461	0.07936963889369912	1.0	3.48063267982818E-5
460	0.33192169262928733	1.0	0.33855703812000215
459	0.1290171705102506	1.0	2.5012911653518102E-5
458	0.0012633940010772348	1.0	0.057921287542101366
457	0.0012642937004363288	1.0	0.05834674500792052
456	0.03968445082002882	1.0	2.1307295112256156E-5
455	0.06349402917699076	1.0	0.18256910981558075
454	0.21165784771957352	1.0	3.48063267982818E-5
453	0.07936935148973719	1.0	0.3781290524772427
452	1.0	1.0	3.2291801288139756E-5
451	0.19842785222948955	1.0	4.724661090108975E-5
450	0.001263718892512463	1.0	0.08015291033044203
449	1.0	0.8618344161366797	7.437701772104326E-6
448	1.0	1.0	6.2995481201453005E-6
508	0.0012669927985136113	1.0	3.14977406007265E-5
509	0.17638182925291068	1.0	0.12976685331500404
510	0.27419572884480575	1.0	0.19155920023157802
511	1.0	0.9556576290417098	0.9086052650071167
504	0.0012668428486204291	1.0	3.3085861975553054E-5
505	0.052911384833127045	1.0	0.20680913573334986
506	0.1587406398322613	1.0	5.5187217775222475E-5
507	0.21263076612554488	1.0	1.8395739258407496E-5
500	0.07936945145633263	1.0	1.0
501	0.06349486639722769	1.0	3.679147851681499E-5
502	0.09655365882233506	1.0	2.2366042695473868E-5
503	0.2519439548783885	1.0	1.7601678570994225E-5
496	0.2645741434117024	1.0	1.0
497	0.321750973212954	1.0	2.276307303918049E-5
498	0.001262619259962459	1.0	1.0
499	0.06349387922709758	1.0	4.724661090108975E-5
493	0.07936635249187353	1.0	0.08015278092958794
492	0.47623365307592547	1.0	0.05794309354055471
495	1.0	1.0	1.0
494	0.2645751930609546	1.0	1.2969657894416795E-5
489	0.31748886462995274	1.0	1.0
488	0.0012651559123221274	1.0	0.08015369041462442
491	0.02645621724118966	1.0	1.5087153060852183E-5
490	0.001264018792298828	1.0	1.0
485	0.17580963568655106	1.0	2.9380245434291102E-5
484	0.095244598827537	1.0	3.083602336121543E-5
487	0.001265930653436903	1.0	0.023477794356732168
486	0.001266680402902815	1.0	0.08015449650543752
481	0.3571764768935628	1.0	1.0
480	0.0012621569144584802	1.0	0.08015209325464903
483	0.23995831714530116	1.0	0.05404138820328512
482	0.15874041490742152	1.0	0.02014356378549132
550	0.12036615463399077	1.0	3.387992266296631E-5
551	0.31748739012266974	1.0	0.31946252545667086
548	0.07937056358470707	1.0	0.14983925171488466
549	0.21165801016529118	1.0	1.0
546	0.0012660681075056537	1.0	4.1291155745490196E-5
547	0.16686751292033786	1.0	1.0
544	0.13606633494878007	1.0	0.0883354905414466
545	0.0529126219197458	1.0	2.8189154403171198E-5
558	0.39111184601493587	1.0	2.3160103382887126E-5
559	0.31748832730950216	1.0	0.572284831156662
556	0.09524334924509381	1.0	4.407036815143665E-5
557	0.07937037614734059	1.0	0.07696745054431442
554	0.15203414750782984	1.0	2.8189154403171198E-5
555	0.07936846428620252	1.0	4.724661090108975E-5
552	1.0	1.0	0.7812921915596677
553	0.001254352897226048	1.0	1.0
567	0.0012610447860840442	1.0	9.44932218021795E-5
566	0.07937100093856218	1.0	0.16289757971939592
565	1.0	1.0	6.2995481201453E-5
564	0.09524361165740687	1.0	0.49628263589537963
563	0.07935508175806893	1.0	1.8898114986644286E-4
562	0.07936748961189682	1.0	0.05846391741420365
561	1.0	1.0	2.593931578883359E-5
560	0.27115061678589947	1.0	1.0
575	0.1133866068774954	1.0	3.48063267982818E-5
574	0.0012670552776357707	1.0	3.083602336121543E-5
573	0.0012667678736738382	1.0	3.387992266296631E-5
572	0.3081650177593464	1.0	0.0010663188443392202
571	0.15874103969864312	1.0	1.0
570	1.0	0.7617082010150787	1.720464822728758E-5
569	0.11803275326761122	1.0	0.6463137856097223
568	0.2494553160329176	1.0	0.3114041329139053
516	1.0	1.0	0.16969209233469545
517	0.23811678905048939	1.0	0.06303875750891702
518	0.10582785546679786	1.0	0.08015481229223079
519	0.0012670552776357707	1.0	1.0
512	0.0012678175229261146	1.0	0.7986053614142352
513	0.06349387922709758	1.0	4.724661090108975E-5
514	0.10582535630191148	1.0	5.5187217775222475E-5
515	0.07937056358470707	1.0	1.0
524	1.0	1.0	0.9501187577450825
525	0.001266680402902815	1.0	1.0
526	0.03968278887537938	1.0	0.5838556188067525
527	0.07936771453673662	1.0	0.9373701134086627
520	0.21320933517081508	1.0	2.1307295112256156E-5
521	0.2539915490511364	1.0	0.49868334604032577
522	0.31748892710907484	1.0	1.0
523	0.15874017748675728	1.0	6.0083925347604335E-5
533	1.0	1.0	4.1291155745490196E-5
532	0.2978312952079317	1.0	0.17263011687812463
535	0.16376679783949022	1.0	1.0
534	0.07936811440311842	1.0	5.095222744235169E-5
529	0.1984299140405208	1.0	1.0
528	0.21869388338322227	1.0	0.9374018758361592
531	0.4783802632611014	1.0	0.24896846449707866
530	0.1984266401345197	1.0	0.8421304745603144
541	0.6629897918865071	1.0	2.0380890976940675E-5
540	0.07937127584669969	1.0	0.5746445148327584
543	0.0012633940010772348	1.0	1.0
542	0.2672433299014015	1.0	1.0
537	0.1269941313246554	1.0	0.05404138820328512
536	0.25831308163022665	1.0	1.0
539	0.0012670552776357707	1.0	1.0
538	0.06349579108823566	1.0	0.3511204016293591
610	0.0012633940010772348	1.0	1.0
611	0.12699221946351733	1.0	4.724661090108975E-5
608	0.0012616320898323418	1.0	1.0
609	0.0012656557452994021	1.0	0.0665144985261705
614	1.0	1.0	6.2995481201453E-5
615	0.10582744310459162	1.0	3.3085861975553054E-5
612	0.0634962284420908	1.0	2.2366042695473868E-5
613	0.4444850077823417	1.0	1.0
618	0.0012630316221687106	1.0	1.0
619	1.0	1.0	0.0034131299179477235
616	1.0	1.0	0.08015153151328028
617	0.04535318323870452	1.0	0.4999604603125823
622	0.06803268638514942	1.0	1.323434479022122E-5
623	0.001266680402902815	1.0	0.04165418464363728
620	0.001266680402902815	1.0	0.7661732760713188
621	0.0012642937004363288	0.515886228089281	1.0
627	0.4762325534433754	1.0	1.0
626	0.1587421768186664	1.0	0.3892498724044654
625	1.0	1.0	0.060502867331109766
