nodeid	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
2459	4.434219834710744E-5	0.3104390082644628	4.434219834710744E-5	3.917846620474718E-5	0.4434663223140495	0.4434663223140495	0.0	4.434219834710744E-5	4.304330260792985E-5	4.434219834710744E-5	4.434219834710744E-5	3.7002800000000004E-5	3.7002800000000004E-5	3.7002800000000004E-5	4.699232768200386E-5
2456	0.1395906611570248	0.1744853305785124	0.162854173553719	1.0277110498928682E-5	0.1279595041322314	0.1279595041322314	0.0	1.1631636363636364E-5	1.129091615860449E-5	1.1631636363636364E-5	1.1631636363636364E-5	9.7064E-6	9.7064E-6	9.7064E-6	0.49308366143787036
2457	5.4408553719008265E-5	5.4408553719008265E-5	5.4408553719008265E-5	0.36355572769084765	5.4408553719008265E-5	0.8383243015509725	0.0	5.4408553719008265E-5	0.368658574694974	5.4408553719008265E-5	5.4408553719008265E-5	4.5403E-5	4.5403E-5	4.5403E-5	5.766030283508331E-5
2462	3.07071652892562E-5	3.07071652892562E-5	3.07071652892562E-5	2.7131258313159144E-5	0.7354236960291469	3.07071652892562E-5	0.0	3.07071652892562E-5	2.9807674338351666E-5	3.07071652892562E-5	3.07071652892562E-5	2.56246E-5	2.56246E-5	2.56246E-5	0.4881688899035715
2463	2.4443644628099174E-5	2.4443644628099174E-5	2.4443644628099174E-5	2.1597136377549597E-5	0.9034530838386209	2.4443644628099174E-5	0.0	2.4443644628099174E-5	2.3727628123710405E-5	0.1466860743801653	2.4443644628099174E-5	2.03978E-5	0.102009	2.03978E-5	2.590452888948886E-5
2460	4.275990082644629E-5	0.21384264462809915	4.275990082644629E-5	3.778043019728972E-5	0.8576407869032149	0.12832260330578513	0.0	4.275990082644629E-5	4.150735460498113E-5	4.275990082644629E-5	4.275990082644629E-5	3.568240000000001E-5	3.568240000000001E-5	3.568240000000001E-5	4.531546351304051E-5
2461	1.0869355785123966E-4	1.0869355785123966E-4	1.0869355785123966E-4	0.23112141361811797	1.0869355785123966E-4	0.21749640495867767	0.0	1.0869355785123966E-4	0.23485476301261032	0.6522699173553719	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	1.1518967209259912E-4
2450	1.3278045454545454E-4	1.3278045454545454E-4	0.39847557851239673	1.1731792164064892E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.0	1.3278045454545454E-4	1.2889097740891096E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.1080300000000002E-4	0.8444402974348565
2451	5.204553305785124E-5	5.204553305785124E-5	5.204553305785124E-5	4.5984733144113316E-5	5.204553305785124E-5	0.41641603305785124	0.0	5.204553305785124E-5	5.052098705760814E-5	5.204553305785124E-5	5.204553305785124E-5	4.34311E-5	4.34311E-5	4.34311E-5	0.7285987244969573
2448	4.987916115702479E-5	4.987916115702479E-5	4.987916115702479E-5	4.407063931324262E-5	0.9993214165023747	4.987916115702479E-5	0.0	4.987916115702479E-5	4.841807369822409E-5	4.987916115702479E-5	4.987916115702479E-5	4.1623300000000005E-5	4.1623300000000005E-5	4.1623300000000005E-5	5.2860209303251406E-5
2449	3.862524380165289E-5	3.862524380165289E-5	3.862524380165289E-5	0.7311971308549232	3.862524380165289E-5	3.862524380165289E-5	0.0	3.862524380165289E-5	0.6177882992562811	0.1931651652892562	3.862524380165289E-5	3.22321E-5	0.290121	3.22321E-5	4.09336970466861E-5
2454	1.3021958677685952E-5	1.3021958677685952E-5	1.3021958677685952E-5	0.39151403513099226	0.3646282644628099	0.15627644628099174	0.0	1.3021958677685952E-5	0.397005919302869	1.3021958677685952E-5	1.3021958677685952E-5	1.08666E-5	1.08666E-5	1.08666E-5	0.3450195016413915
2455	2.9210190082644628E-5	2.9210190082644628E-5	2.9210190082644628E-5	2.5808608676294626E-5	0.800312369985268	2.9210190082644628E-5	0.0	2.9210190082644628E-5	2.8354549341923672E-5	0.11686988016528926	2.9210190082644628E-5	2.43754E-5	2.43754E-5	2.43754E-5	0.2786345268578241
2452	6.807809917355373E-6	6.807809917355373E-6	6.807809917355373E-6	0.07581200031588847	0.7000006946538873	6.807809917355373E-6	0.0	6.807809917355373E-6	0.07687575615210769	0.08850847933884298	6.807809917355373E-6	5.681000000000001E-6	5.681000000000001E-6	5.681000000000001E-6	0.3607416906839289
2453	9.96546652892562E-5	9.96546652892562E-5	9.96546652892562E-5	8.804969265659348E-5	9.96546652892562E-5	0.5980279338842974	0.0	9.96546652892562E-5	9.67355267494813E-5	0.5980279338842974	9.96546652892562E-5	8.31601E-5	8.31601E-5	8.31601E-5	1.0561056647789381E-4
2473	3.6286070247933885E-5	3.6286070247933885E-5	0.3266107024793388	0.08084276157598715	0.6168995041322314	3.6286070247933885E-5	0.0	3.6286070247933885E-5	0.08197926198141953	3.6286070247933885E-5	3.6286070247933885E-5	0.151431	3.02801E-5	3.02801E-5	3.8454721843856276E-5
2472	0.45419512396694217	4.128677272727272E-5	4.128677272727272E-5	0.7313415792146198	4.128677272727272E-5	4.128677272727272E-5	0.0	4.128677272727272E-5	0.6200457475915497	4.128677272727272E-5	4.128677272727272E-5	3.44531E-5	3.44531E-5	3.44531E-5	4.375429331998786E-5
2475	1.5358495867768597E-5	1.5358495867768597E-5	1.5358495867768597E-5	0.32494974409660293	0.6297134297520661	0.2764682644628099	0.0	1.5358495867768597E-5	0.32950824901227665	1.5358495867768597E-5	1.5358495867768597E-5	1.28164E-5	1.28164E-5	1.28164E-5	1.6276402556121E-5
2474	3.6286070247933885E-5	3.6286070247933885E-5	3.6286070247933885E-5	3.206048932854718E-5	0.7983292561983472	0.1451809504132231	0.0	3.6286070247933885E-5	3.5223158985222094E-5	0.21775285123966942	3.6286070247933885E-5	3.02801E-5	3.02801E-5	3.02801E-5	0.03849320183803955
2477	1.119687603305785E-5	1.119687603305785E-5	1.119687603305785E-5	0.08728509035385225	0.14557041322314052	0.5374622727272728	0.0	1.119687603305785E-5	0.13028483087683232	1.119687603305785E-5	1.119687603305785E-5	9.343599999999998E-6	0.0841018	9.343599999999998E-6	0.22546736657786978
2476	2.1778280991735543E-5	2.1778280991735543E-5	0.19602561983471078	1.9242159334390737E-5	0.4138084297520661	0.21780438016528925	0.0	2.1778280991735543E-5	2.1140339765517036E-5	2.1778280991735543E-5	2.1778280991735543E-5	0.21810099999999996	1.81736E-5	1.81736E-5	0.11542220301454492
2479	1.7058351239669422E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.507187425216351E-4	1.7058351239669422E-4	1.7058351239669422E-4	0.0	1.7058351239669422E-4	1.6558668757327025E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.4234899999999997E-4	0.9975256587599456
2478	1.0869355785123966E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.603598923115452E-5	1.0869355785123966E-4	1.0869355785123966E-4	0.0	1.0869355785123966E-4	1.0550964716499296E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	0.9971610009580463
2465	3.961483884297521E-4	3.961483884297521E-4	3.961483884297521E-4	3.5001616579013274E-4	3.961483884297521E-4	3.961483884297521E-4	0.0	3.961483884297521E-4	3.8454419484003485E-4	3.961483884297521E-4	3.961483884297521E-4	3.3057900000000006E-4	0.9920659999999999	3.3057900000000006E-4	4.198243563403082E-4
2464	1.1861838842975207E-5	1.1861838842975207E-5	0.07118313636363635	0.2905943933114074	0.7314227199355309	1.1861838842975207E-5	0.0	1.1861838842975207E-5	0.29467081066974404	1.1861838842975207E-5	1.1861838842975207E-5	9.8985E-6	9.8985E-6	9.8985E-6	0.1382917652340938
2467	5.6996264462809915E-5	0.11404957024793388	5.6996264462809915E-5	5.0358942593983906E-5	0.39903161157024786	0.28503884297520665	0.0	5.6996264462809915E-5	5.532669895141454E-5	5.6996264462809915E-5	5.6996264462809915E-5	4.75624E-5	4.75624E-5	4.75624E-5	0.42287989647248453
2466	1.814992561983471E-5	1.814992561983471E-5	1.814992561983471E-5	0.1414877082660103	0.7441639669421488	1.814992561983471E-5	0.0	1.814992561983471E-5	0.14347339688661356	1.814992561983471E-5	1.814992561983471E-5	0.0151609	1.5145799999999998E-5	1.5145799999999998E-5	0.3270075624499287
2469	4.434219834710744E-5	4.434219834710744E-5	4.434219834710744E-5	3.917846620474718E-5	0.17741289256198348	0.26609776859504136	0.0	4.434219834710744E-5	4.304330260792985E-5	4.434219834710744E-5	4.434219834710744E-5	3.7002800000000004E-5	3.7002800000000004E-5	3.7002800000000004E-5	0.5169628472671783
2468	6.298799999999999E-5	6.298799999999999E-5	6.298799999999999E-5	1.0	6.298799999999999E-5	6.298799999999999E-5	0.0	0.1260385537190083	0.9401831054590531	6.298799999999999E-5	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	5.256239999999999E-5	6.675250317685581E-5
2471	3.862524380165289E-5	3.862524380165289E-5	3.862524380165289E-5	3.4127261735815456E-5	3.862524380165289E-5	0.5021661570247935	0.0	3.862524380165289E-5	3.749381219770006E-5	3.862524380165289E-5	3.862524380165289E-5	0.128961	3.22321E-5	3.22321E-5	0.5296940902204049
2470	1.7113115702479336E-5	0.23960111570247936	1.7113115702479336E-5	1.5120261290591868E-5	0.20537512396694216	0.427845867768595	0.0	1.7113115702479336E-5	1.6611829029770794E-5	1.7113115702479336E-5	1.7113115702479336E-5	1.4280599999999998E-5	1.4280599999999998E-5	1.4280599999999998E-5	0.3446004125958311
2488	7.477985537190082E-5	7.477985537190082E-5	7.477985537190082E-5	6.607160099618778E-5	7.477985537190082E-5	7.477985537190082E-5	0.0	7.477985537190082E-5	7.258936326416763E-5	7.477985537190082E-5	7.477985537190082E-5	6.24025E-5	6.24025E-5	6.24025E-5	0.9969611602975025
2489	6.64825E-5	6.64825E-5	6.64825E-5	5.874048821548822E-5	6.64825E-5	6.64825E-5	0.0	6.64825E-5	6.453505852892309E-5	6.64825E-5	6.64825E-5	5.547850000000001E-5	5.547850000000001E-5	5.547850000000001E-5	0.9969120094809143
2490	3.6286070247933885E-5	0.3266107024793388	3.6286070247933885E-5	3.206048932854718E-5	3.6286070247933885E-5	3.6286070247933885E-5	0.0	3.6286070247933885E-5	3.5223158985222094E-5	3.6286070247933885E-5	3.6286070247933885E-5	3.02801E-5	3.02801E-5	3.02801E-5	0.8283749667645535
2491	3.1514731404958676E-5	3.1514731404958676E-5	3.1514731404958676E-5	2.7844781840442997E-5	0.25214900826446285	3.1514731404958676E-5	0.0	3.1514731404958676E-5	3.059158478911441E-5	3.1514731404958676E-5	3.1514731404958676E-5	2.62985E-5	2.62985E-5	2.62985E-5	1.0
2492	2.2599628099173554E-5	2.2599628099173554E-5	2.2599628099173554E-5	1.9967859031082183E-5	2.2599628099173554E-5	2.2599628099173554E-5	0.0	2.2599628099173554E-5	2.193762752772625E-5	2.2599628099173554E-5	2.2599628099173554E-5	1.8859E-5	1.8859E-5	1.8859E-5	0.9968505746119424
2493	1.3278045454545454E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1731792164064892E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.0	1.3278045454545454E-4	1.2889097740891096E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.1080300000000002E-4	0.9973028613576777
2494	4.60460082644628E-5	4.60460082644628E-5	4.60460082644628E-5	0.10258713683788727	4.60460082644628E-5	4.60460082644628E-5	0.0	4.60460082644628E-5	0.10402932313279832	4.60460082644628E-5	4.60460082644628E-5	3.84246E-5	3.84246E-5	3.84246E-5	0.9736498551698474
2495	5.204553305785124E-5	5.204553305785124E-5	5.204553305785124E-5	4.5984733144113316E-5	5.204553305785124E-5	5.204553305785124E-5	0.0	5.204553305785124E-5	5.052098705760814E-5	5.204553305785124E-5	5.204553305785124E-5	4.34311E-5	4.34311E-5	4.34311E-5	0.9972609452168287
2480	1.195358429752066E-4	1.195358429752066E-4	1.195358429752066E-4	1.0561566992236416E-4	1.195358429752066E-4	1.195358429752066E-4	0.0	1.195358429752066E-4	1.1603433418883342E-4	1.195358429752066E-4	1.195358429752066E-4	9.97506E-5	9.97506E-5	9.97506E-5	0.9980035583300183
2481	6.298799999999999E-5	6.298799999999999E-5	6.298799999999999E-5	5.565292929292929E-5	6.298799999999999E-5	6.298799999999999E-5	0.0	6.298799999999999E-5	6.114292131944209E-5	6.298799999999999E-5	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	5.256239999999999E-5	0.9968914073895827
2482	1.195358429752066E-4	1.195358429752066E-4	1.195358429752066E-4	1.0561566992236416E-4	1.195358429752066E-4	1.195358429752066E-4	0.0	1.195358429752066E-4	1.1603433418883342E-4	1.195358429752066E-4	1.195358429752066E-4	9.97506E-5	9.97506E-5	9.97506E-5	0.9972248675938005
2483	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.4932723140495866E-4	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.4495305710045584E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	0.9974005743067499
2484	5.9842578512396706E-5	5.9842578512396706E-5	5.9842578512396706E-5	5.287379803545094E-5	5.9842578512396706E-5	5.9842578512396706E-5	0.0	5.9842578512396706E-5	5.8089637225122365E-5	5.9842578512396706E-5	5.9842578512396706E-5	4.99376E-5	4.99376E-5	4.99376E-5	0.9968731597793673
2485	7.038755371900827E-5	7.038755371900827E-5	7.038755371900827E-5	6.219079110665886E-5	7.038755371900827E-5	7.038755371900827E-5	0.0	7.038755371900827E-5	6.832572329506137E-5	7.038755371900827E-5	7.038755371900827E-5	5.873719999999999E-5	5.873719999999999E-5	5.873719999999999E-5	0.9972762116446635
2486	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.4932723140495866E-4	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.4495305710045584E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	0.9989538183978905
2487	0.0011691194214876032	0.0011691194214876032	0.0011691194214876032	0.0010329732726716198	0.0011691194214876032	0.0011691194214876032	0.0	0.0011691194214876032	0.0011348729408942682	0.0011691194214876032	0.0011691194214876032	9.7561E-4	9.7561E-4	9.7561E-4	0.9916066473615008
2511	7.975683057851241E-5	0.7178914049586778	0.47862103305785125	7.046899810779977E-5	7.975683057851241E-5	7.975683057851241E-5	0.0	7.975683057851241E-5	7.742055021194602E-5	7.975683057851241E-5	7.975683057851241E-5	6.65557E-5	6.65557E-5	6.65557E-5	8.452352966546164E-5
2510	4.275990082644629E-5	4.275990082644629E-5	4.275990082644629E-5	3.778043019728972E-5	0.9987720139193781	4.275990082644629E-5	0.0	4.275990082644629E-5	4.150735460498113E-5	4.275990082644629E-5	4.275990082644629E-5	3.568240000000001E-5	3.568240000000001E-5	3.568240000000001E-5	4.531546351304051E-5
2509	1.7058351239669422E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.507187425216351E-4	0.9987837098161549	1.7058351239669422E-4	0.0	1.7058351239669422E-4	1.6558668757327025E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.807785046862823E-4
2508	1.0869355785123966E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.603598923115452E-5	0.9988336902567427	1.0869355785123966E-4	0.0	1.0869355785123966E-4	1.0550964716499296E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	1.1518967209259912E-4
2507	9.96546652892562E-5	0.697682479338843	9.96546652892562E-5	8.804969265659348E-5	0.498373388429752	9.96546652892562E-5	0.0	9.96546652892562E-5	9.67355267494813E-5	9.96546652892562E-5	9.96546652892562E-5	8.31601E-5	8.31601E-5	8.31601E-5	1.0561056647789381E-4
2506	3.23659173553719E-5	3.23659173553719E-5	3.23659173553719E-5	2.859684559089518E-5	3.23659173553719E-5	3.23659173553719E-5	0.0	3.23659173553719E-5	3.141783733871641E-5	3.23659173553719E-5	3.23659173553719E-5	2.70088E-5	2.70088E-5	2.70088E-5	0.996710991649188
2505	3.23659173553719E-5	3.23659173553719E-5	3.23659173553719E-5	2.859684559089518E-5	3.23659173553719E-5	3.23659173553719E-5	0.0	3.23659173553719E-5	3.141783733871641E-5	3.23659173553719E-5	3.23659173553719E-5	2.70088E-5	0.108062	2.70088E-5	1.0
2504	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.4932723140495866E-4	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.4495305710045584E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	0.998692085398249
2503	2.851514876033058E-5	2.851514876033058E-5	2.851514876033058E-5	0.3395746171878798	2.851514876033058E-5	2.851514876033058E-5	0.0	2.851514876033058E-5	0.3448889554964385	2.851514876033058E-5	2.851514876033058E-5	2.37954E-5	2.37954E-5	2.37954E-5	0.7166524628970162
2502	9.96546652892562E-5	9.96546652892562E-5	9.96546652892562E-5	0.7768560649080838	9.96546652892562E-5	0.498373388429752	0.0	9.96546652892562E-5	0.6464088660764387	9.96546652892562E-5	9.96546652892562E-5	8.31601E-5	8.31601E-5	8.31601E-5	1.0561056647789381E-4
2501	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	0.8315203533673623	1.4932723140495866E-4	1.4932723140495866E-4	0.0	1.4932723140495866E-4	0.6944006442689501	1.4932723140495866E-4	1.4932723140495866E-4	0.37395599999999996	1.2461099999999998E-4	1.2461099999999998E-4	1.5825183350401002E-4
2500	3.7419107438016534E-5	3.7419107438016534E-5	3.7419107438016534E-5	0.6250320825851778	3.7419107438016534E-5	3.7419107438016534E-5	0.0	3.7419107438016534E-5	0.6338008290062861	3.7419107438016534E-5	3.7419107438016534E-5	3.12256E-5	3.12256E-5	3.12256E-5	0.5672715697632592
2499	1.195358429752066E-4	1.195358429752066E-4	1.195358429752066E-4	1.0561566992236416E-4	1.195358429752066E-4	1.195358429752066E-4	0.0	1.195358429752066E-4	1.1603433418883342E-4	1.195358429752066E-4	1.195358429752066E-4	9.97506E-5	9.97506E-5	9.97506E-5	0.9972248675938005
2498	0.0011691194214876032	0.0011691194214876032	0.0011691194214876032	1.0	0.0011691194214876032	0.0011691194214876032	0.0	0.0011691194214876032	1.0	0.0011691194214876032	0.0011691194214876032	9.7561E-4	9.7561E-4	9.7561E-4	0.0012389923143610695
2497	5.917761570247934E-4	5.917761570247934E-4	5.917761570247934E-4	5.228627139160194E-4	5.917761570247934E-4	5.917761570247934E-4	0.0	5.917761570247934E-4	5.744415286671865E-4	5.917761570247934E-4	5.917761570247934E-4	4.93827E-4	4.93827E-4	4.93827E-4	0.9959440724681724
2496	0.0011691194214876032	0.0011691194214876032	0.0011691194214876032	0.0010329732726716198	0.0011691194214876032	0.0011691194214876032	0.0	0.0011691194214876032	0.0011348729408942682	0.0011691194214876032	0.0011691194214876032	9.7561E-4	9.7561E-4	9.7561E-4	0.9965896106725185
2526	0.04793388429752067	0.04793388429752067	0.04793388429752067	0.04235189359156302	0.04793388429752067	0.04793388429752067	0.0	0.04793388429752067	0.04652977894422027	0.04793388429752067	0.04793388429752067	0.04	0.04	0.04	0.05079867218913581
2527	1.195358429752066E-4	1.195358429752066E-4	1.195358429752066E-4	1.0561566992236416E-4	1.195358429752066E-4	1.195358429752066E-4	0.0	1.195358429752066E-4	1.1603433418883342E-4	1.195358429752066E-4	1.195358429752066E-4	9.97506E-5	9.97506E-5	9.97506E-5	0.9972248675938005
2524	3.961483884297521E-4	3.961483884297521E-4	3.961483884297521E-4	3.5001616579013274E-4	3.961483884297521E-4	3.961483884297521E-4	0.0	3.961483884297521E-4	3.8454419484003485E-4	3.961483884297521E-4	3.961483884297521E-4	3.3057900000000006E-4	3.3057900000000006E-4	3.3057900000000006E-4	0.9972587057535502
2525	3.961483884297521E-4	3.961483884297521E-4	3.961483884297521E-4	3.5001616579013274E-4	3.961483884297521E-4	3.961483884297521E-4	0.0	3.961483884297521E-4	3.8454419484003485E-4	3.961483884297521E-4	3.961483884297521E-4	3.3057900000000006E-4	3.3057900000000006E-4	3.3057900000000006E-4	0.9972815460223647
2522	1.3278045454545454E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1731792164064892E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.0	1.3278045454545454E-4	1.2889097740891096E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.1080300000000002E-4	0.9987929288992415
2523	1.7058351239669422E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.507187425216351E-4	1.7058351239669422E-4	1.7058351239669422E-4	0.0	1.7058351239669422E-4	1.6558668757327025E-4	1.7058351239669422E-4	1.7058351239669422E-4	0.996584	1.4234899999999997E-4	1.4234899999999997E-4	1.807785046862823E-4
2520	1.3278045454545454E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1731792164064892E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.0	1.3278045454545454E-4	1.2889097740891096E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.1080300000000002E-4	0.9973028613576777
2521	1.3278045454545454E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1731792164064892E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.0	1.3278045454545454E-4	1.2889097740891096E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.1080300000000002E-4	0.9985735321995776
2518	1.195358429752066E-4	1.195358429752066E-4	1.195358429752066E-4	1.0561566992236416E-4	1.195358429752066E-4	1.195358429752066E-4	0.0	1.195358429752066E-4	1.1603433418883342E-4	1.195358429752066E-4	1.195358429752066E-4	9.97506E-5	9.97506E-5	9.97506E-5	0.9980035583300183
2519	4.275990082644629E-5	4.275990082644629E-5	4.275990082644629E-5	3.778043019728972E-5	4.275990082644629E-5	4.275990082644629E-5	0.0	4.275990082644629E-5	4.150735460498113E-5	4.275990082644629E-5	4.275990082644629E-5	0.7493669999999999	3.568240000000001E-5	3.568240000000001E-5	0.31725421738961446
2516	1.3278045454545454E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1731792164064892E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.0	1.3278045454545454E-4	1.2889097740891096E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.664931	1.1080300000000002E-4	1.1080300000000002E-4	1.4071613186432037E-4
2517	5.4408553719008265E-5	5.4408553719008265E-5	5.4408553719008265E-5	4.807257561844339E-5	5.4408553719008265E-5	5.4408553719008265E-5	0.0	5.4408553719008265E-5	5.2814788835110825E-5	5.4408553719008265E-5	5.4408553719008265E-5	4.5403E-5	4.5403E-5	4.5403E-5	0.9970908020338168
2514	2.384770661157025E-4	2.384770661157025E-4	2.384770661157025E-4	2.1070596460472495E-4	2.384770661157025E-4	2.384770661157025E-4	0.0	2.384770661157025E-4	2.3149146646986389E-4	2.384770661157025E-4	2.384770661157025E-4	1.99005E-4	1.99005E-4	1.99005E-4	0.9979259289913017
2515	3.421400826446281E-5	3.421400826446281E-5	3.421400826446281E-5	0.3048128438538702	3.421400826446281E-5	3.421400826446281E-5	0.0	3.421400826446281E-5	0.3090903323761735	3.421400826446281E-5	3.421400826446281E-5	2.8550999999999998E-5	2.8550999999999998E-5	2.8550999999999998E-5	0.8869251117180607
2512	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	0.9989793358789537	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.4495305710045584E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.5825183350401002E-4
2513	9.96546652892562E-5	9.96546652892562E-5	0.7973370247933884	8.804969265659348E-5	0.3987176446280992	9.96546652892562E-5	0.0	9.96546652892562E-5	9.67355267494813E-5	9.96546652892562E-5	9.96546652892562E-5	8.31601E-5	8.31601E-5	8.31601E-5	1.0561056647789381E-4
2541	1.7058351239669422E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.507187425216351E-4	1.7058351239669422E-4	1.7058351239669422E-4	0.0	1.7058351239669422E-4	1.6558668757327025E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.4234899999999997E-4	0.9987737677566964
2540	1.0869355785123966E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.603598923115452E-5	1.0869355785123966E-4	1.0869355785123966E-4	0.0	1.0869355785123966E-4	1.0550964716499296E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	0.9971610009580463
2543	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.4932723140495866E-4	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.4495305710045584E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	0.998692085398249
2542	1.3278045454545454E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1731792164064892E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.0	1.3278045454545454E-4	1.2889097740891096E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.1080300000000002E-4	0.9973028613576777
2537	6.298799999999999E-5	6.298799999999999E-5	6.298799999999999E-5	5.565292929292929E-5	6.298799999999999E-5	6.298799999999999E-5	0.0	6.298799999999999E-5	6.114292131944209E-5	0.8667273295968518	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	5.256239999999999E-5	0.33382982412492956
2536	9.200357851239669E-5	9.200357851239669E-5	9.200357851239669E-5	8.128958928124218E-5	9.200357851239669E-5	9.200357851239669E-5	0.0	9.200357851239669E-5	8.930855975885219E-5	9.200357851239669E-5	9.200357851239669E-5	7.67754E-5	0.844607	7.67754E-5	0.19510246027681388
2539	2.6615169421487603E-5	2.6615169421487603E-5	2.6615169421487603E-5	0.11856905530871877	2.6615169421487603E-5	2.6615169421487603E-5	0.0	2.6615169421487603E-5	0.12023394236762067	2.6615169421487603E-5	2.6615169421487603E-5	2.22099E-5	2.22099E-5	2.22099E-5	0.9685427445961965
2538	1.3278045454545454E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1731792164064892E-4	1.3278045454545454E-4	1.3278045454545454E-4	0.0	1.3278045454545454E-4	1.2889097740891096E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.1080300000000002E-4	0.9973028613576777
2533	1.988956611570248E-4	1.988956611570248E-4	1.988956611570248E-4	1.757338884714918E-4	1.988956611570248E-4	1.988956611570248E-4	0.0	1.988956611570248E-4	1.93069501506674E-4	0.9985719702491112	1.988956611570248E-4	1.6597500000000004E-4	1.6597500000000004E-4	1.6597500000000004E-4	2.107827404147954E-4
2532	4.128677272727272E-5	4.128677272727272E-5	4.128677272727272E-5	3.6478850627486985E-5	4.128677272727272E-5	4.128677272727272E-5	0.0	4.128677272727272E-5	4.007737817357787E-5	0.9986346410821214	4.128677272727272E-5	3.44531E-5	3.44531E-5	3.44531E-5	4.375429331998786E-5
