nodeid	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	17	16	19	18	21	20
1	1.561887651407584E-5	0.9371493109265906	0.0	1.5618880972886084E-5	1.561888948436091E-5	0.06249114848913755	0.0	1.5618880124272018E-5	1.561889104227488E-5	1.5618890289569282E-5	1.5618888758465513E-5	1.561888774951143E-5	1.5618888842515837E-5	0.0	1.5618886413401876E-5	0.0	0.0	1.56188909254282E-5	1.5618889986207962E-5	1.561889024370006E-5	0.0
4	2.271436584467051E-5	2.2714383298416417E-5	0.0	2.2714372329070783E-5	2.271438470721802E-5	2.271438127675043E-5	0.0	2.271437109494038E-5	2.2714386972875716E-5	2.2714385878223973E-5	2.2714383651556067E-5	0.9994542160899902	2.2714383773789562E-5	0.0	2.2714380241154982E-5	0.0	0.0	2.271438680294684E-5	2.2714385437048844E-5	2.2714385811516852E-5	0.0
11	2.4984362431302868E-5	2.4984381629316873E-5	0.0	2.4984369563732088E-5	2.4984383178909318E-5	2.4984379405612447E-5	0.0	2.4984368206266878E-5	2.4984385670989157E-5	2.4984384466941634E-5	2.49843820177481E-5	0.9993992161331288	2.4984382152197196E-5	0.0	2.4984378266523112E-5	0.0	0.0	2.498438548407816E-5	2.4984383981676957E-5	2.498438439356803E-5	0.0
13	7.130109278537056E-5	0.9982882659719309	0.0	7.130111314010239E-5	7.130115199548715E-5	7.130114122714391E-5	0.0	7.13011092661291E-5	7.130115910745634E-5	7.130115567131086E-5	7.130114868173182E-5	7.130114407579692E-5	7.130114906542652E-5	0.0	7.130113797637796E-5	0.0	0.0	7.130115857404436E-5	7.130115428644854E-5	7.130115546191515E-5	0.0
14	1.423487859517752E-4	0.9965832672255938	0.0	1.4234882658889942E-4	1.4234890416157933E-4	1.4234888266316287E-4	0.0	1.423488188547207E-4	1.423489183602422E-4	1.423489115001631E-4	1.4234889754584558E-4	1.4234888835034493E-4	1.4234889831187133E-4	0.0	1.42348876173184E-4	0.0	0.0	1.4234891729531397E-4	1.423489087353602E-4	1.4234891108211588E-4	0.0
15	1.6597475042568537E-4	0.9960162676425011	0.0	1.659747978074492E-4	1.6597488825505013E-4	1.6597486318849068E-4	0.0	1.6597478878961053E-4	1.6597490481029865E-4	1.65974896811636E-4	1.659748805412874E-4	1.659748698195878E-4	1.6597488143445228E-4	0.0	1.6597485562135469E-4	0.0	0.0	1.6597490356862172E-4	1.6597489358795222E-4	1.659748963242045E-4	0.0
17	0.1850507217413677	3.7002772792353875E-5	0.0	3.700275492278644E-5	3.700277508735633E-5	3.700276949896721E-5	0.0	3.7002752912331374E-5	3.700277877821671E-5	3.700277699497878E-5	3.700277336763457E-5	0.37006470974415273	3.700277356675855E-5	0.0	3.7002767811934694E-5	0.0	0.0	3.700277850139476E-5	3.7002776276284236E-5	3.7002776886309816E-5	0.0
19	2.4375363347047758E-5	2.4375382077106135E-5	0.0	2.4375370305622513E-5	2.4375383588926935E-5	2.4375379907604974E-5	0.0	2.4375368981245805E-5	2.4375386020261806E-5	2.4375384845563196E-5	0.6094085613844579	0.17065186615124142	2.4375382587241137E-5	0.0	2.4375378796281176E-5	0.0	0.0	2.4375385837906804E-5	2.4375384372126944E-5	2.437538477397809E-5	0.0
18	4.343103469325491E-5	4.343106806571396E-5	0.0	0.043474447038891084	4.343107075941501E-5	4.343106420018471E-5	0.0	4.343104473204069E-5	4.3431075091468964E-5	4.343107299843858E-5	4.343106874093512E-5	4.343106593536074E-5	4.3431068974651834E-5	0.0	4.3431062220073E-5	0.0	0.0	4.343107476655621E-5	4.343107215488905E-5	4.3431072870891136E-5	0.0
21	0.5522941695216382	2.6298480663077348E-5	0.0	0.05262323589372339	2.629848229417343E-5	2.629847832241315E-5	0.0	0.3945034979765417	2.6298484917328745E-5	2.6298483649952154E-5	2.6298481071938824E-5	2.6298479373100942E-5	2.6298481213459513E-5	0.0	2.6298477123411328E-5	0.0	0.0	2.6298484720586827E-5	2.6298483139164094E-5	2.6298483572719327E-5	0.0
22	0.9989564978806557	4.343106806571396E-5	0.0	4.343104709176144E-5	4.343107075941501E-5	4.343106420018471E-5	0.0	4.343104473204069E-5	4.3431075091468964E-5	4.343107299843858E-5	4.343106874093512E-5	4.343106593536074E-5	4.3431068974651834E-5	0.0	4.3431062220073E-5	0.0	0.0	4.343107476655621E-5	4.343107215488905E-5	4.3431072870891136E-5	0.0
25	0.4994772489418314	4.540296661580322E-5	0.0	4.5402944689571405E-5	4.540296943180624E-5	0.31786573798627965	0.0	4.540294222271237E-5	4.540297396054821E-5	4.540297177248807E-5	4.54029673216814E-5	4.540296438872568E-5	4.540296756600955E-5	0.0	4.540296050475292E-5	0.0	0.0	4.5402973620883456E-5	4.540297089063891E-5	4.54029716391496E-5	0.0
26	2.855095706825572E-5	2.8550979006845315E-5	0.0	2.8550965218861163E-5	0.11423292309106275	2.8550976465700235E-5	0.0	2.8550963667613616E-5	2.855098362547876E-5	2.855098224954974E-5	0.142783897232759	2.8550977606380786E-5	0.7423544696928622	0.0	2.855097516400239E-5	0.0	0.0	2.855098341188564E-5	2.8550981695012037E-5	2.8550982165701832E-5	0.0
29	2.126526802366216E-5	2.1265284363919568E-5	0.0	2.1265274094380172E-5	2.1265285682844508E-5	2.1265282471228862E-5	0.0	2.1265272938983007E-5	2.12652878039611E-5	2.1265286779144347E-5	2.126528469453013E-5	2.126528332082832E-5	0.9569583163888056	0.0	2.126528150170082E-5	0.0	0.0	2.1265287644873094E-5	2.1265286366114656E-5	2.126528671669291E-5	0.0
